Category,Text
0,মার্কিন যুক্তরাষ্ট্রে এই কমিউনিস্ট নিগ্রো সন্ত্রাসীর জন্য পতাকা অর্ধেক স্টাফের জন্য আদেশ করা হবে এমন সম্ভাবনা কী
0,আমি সম্মত আমাদের বেশিরভাগ শ্বেতাঙ্গ জাতিতে এই ধরনের গোষ্ঠীর প্রয়োজন প্রতিকূল নৃতাত্ত্বিক গোষ্ঠীগুলির আক্রমণ থেকে নিজেদের রক্ষা করার জন্য যারা এটির মুখোমুখি হতে দেয় শ্বেতাঙ্গদের পছন্দ করে না
0,বর্ণবৈষম্যের অবসানের পর থেকে যা ঘটেছিল তা আমাকে অবাক করে দেয় কিভাবে দক্ষিণ আফ্রিকার শ্বেতাঙ্গরা এখনও ম্যান্ডেলার দিকে তাকাতে পারে
0,ডন ম্যাকঅ্যালভানির বিপ্লব এবং বিশ্বাসঘাতকতার সন্ধান করুন সন্ত্রাসী পিগকে হাজার হাজার গ্রেনেড এবং অ্যান্টিপারসোনেল মাইন সহ হাতেনাতে ধরা হয়েছিল
0,তার কমি ইহুদি হ্যান্ডলার ছিলেন জো স্লোভো
0,শুনতে থাকুন তিনি কতটা চমৎকার ছিলেন এবং কেউ তাকে খ্রীষ্টের সাথে তুলনা করেছেন
0,তিনি একজন সাধু ছিলেন স্পষ্টতই আশা করি এসএ তে আমার সাদা ভাই এবং বোনদের সাথে খারাপ কিছু ঘটবে না নিরাপদে থাকুন
0,শ্বেতাঙ্গ গণহত্যা সম্পর্কে কিছুই গ্রহণযোগ্য নয় বিশেষত এই সত্য যে মূলধারার মিডিয়া অপরিহার্যভাবে এটির অস্তিত্ব অস্বীকার করে
0,আপনি এটা সব ভুল পেয়েছেন
0,শ্বেতাঙ্গ জাতীয়তাবাদ একগুচ্ছ জাতীয়তাবাদীদের সম্পর্কে নয় যারা সাদা হতে পারে
0,এটা সংস্কৃতি নির্বিশেষে শ্বেতাঙ্গ জাতি সংরক্ষণ এবং সুরক্ষা সম্পর্কে
0,হ্যাঁ এবং ইতিমধ্যে আপনি ভুলে গেছেন যে আপনি একটি জাতির অন্তর্ভুক্ত
0,আমি ধরে নিয়েছি যে আপনার জাতি এতটাই বাজে কথা মনে রাখার মতো নয়
0,কালো শ্রমিকদের বরখাস্ত করা এবং শিবির থেকে শ্বেতাঙ্গদের নিয়োগ করা কি ভালো হবে না
0,অথবা আমি জানি না কিছু কারণে এটি অবাস্তব
0,দ্বিতীয় বিশ্বযুদ্ধে হাঙ্গেরি ন্যায়বিচারের জন্য
0,ট্রান্সিলভেনিয়ায় হাঙ্গেরীয় সেনাবাহিনীর আক্রমণ ক্লুজের সাজসজ্জা এক হাজার নয়শো চল্লিশ ট্রান্সিলভেনিয়ায় হাঙ্গেরিয়ান সেনাবাহিনী এক হাজার নয়শো একচল্লিশ হাঙ্গেরিয়ান সৈন্যরা ইউক্রেনে প্রবেশ করে আমার মহান পিতামহ দ্বিতীয় বিশ্বযুদ্ধের সময় হাঙ্গেরিয়ান সেনাবাহিনীতে যুদ্ধ করেছিলেন
0,তিনি এটি থেকে বেঁচে গিয়েছিলেন শুধুমাত্র তার দেশকে আবারও টুকরো টুকরো হতে দেখেন এবং কমিউনিজমের অধীনে পড়েন যার বিরুদ্ধে তিনি লড়াই করেছিলেন
0,তারা যে ব্যথা অনুভব করেছে তা আমরা কখনই বুঝতে পারব না
0,বাহ দেখুন কিভাবে তারা এই ধরনের ঘৃণার প্রচার করে তারপর তারা ভাবছে কেন আমাদের মধ্যে বেশিরভাগই তাদের আফ্রিকাতে ফিরে যেতে চায়
0,এখানে একটি সাইট যা সাদা অপরাধ এবং অধঃপতনের সংবাদ নিবন্ধগুলি সংকলন করে
0,আমি মনে করি এটি এসএফ এর সংবাদ এবং নিবন্ধ ফোরামের তাদের সংস্করণ
0,সাদা ঘড়ি
0,আমাকে সর্বদা বলা হয়েছে যে কমিউনিস্ট সরকার পদত্যাগ করার পর থেকে ভোজভোডিনায় হাঙ্গেরিয়ানরা অভিজাতদের মতো জীবনযাপন করে প্রচুর ক্ষতিপূরণের অর্থ দিয়ে
1,আপনি যদি শুনতে চান একজন কালো বুদ্ধিজীবী কেমন শোনাচ্ছে এই ভিডিওতে ডঃ উইলিয়াম শকলিকে নিয়ে বিতর্ক করার চেষ্টা করা মহিলাটিকে দেখুন
0,উইলিয়াম শকলে রেস আইকিউ এবং ডিসজেনিক্স  ইউটিউব
0,আমি মনে করি এই জগাখিচুড়ির সবচেয়ে বেদনাদায়ক অংশটি হল কোন বন্ধ হবে না বরং একটি মৃত কুকুরকে টেনে নিয়ে যাওয়া হচ্ছে মানুষকে সংক্রমিত করার জন্য
0,অ্যাপেলান্টার একশো সত্তর জন কৃষ্ণাঙ্গ শিক্ষক ষড়যন্ত্র করেছিলেন এবং কৃষ্ণাঙ্গ ছাত্রের পরীক্ষার উত্তর পরিবর্তন করেছিলেন যাতে তাদের রাষ্ট্রীয় পরীক্ষায় উত্তীর্ণ হয়
0,আমি নব্বই এর দশকের শেষের দিকে জ্যাকসন মিসিসিপি পাবলিক স্কুল সিস্টেমের বিকল্প শিক্ষক ছিলাম
0,দুই টা ত্রিশ এ আমি যেতে প্রস্তুত ছিলাম
0,আমার গাড়ী ব্যাক আপ এবং একটি থাপ অনুভূত
0,না তাকিয়ে আমি তাদের একটি গাড়িতে আঘাত করেছি এবং এখন আমি মারা যাচ্ছি কিন্তু আমার স্বস্তির জন্য এটা নিছক একটি আলোর খুঁটি ছিল
0,আমি এই সমস্ত শিক্ষকদের সাথে দেখা করেছি এবং দেখেছি যারা এই সমস্ত কালো স্কুলে কাজ করেছেন এবং তাদের কিছু ভয়ঙ্কর গল্প
1,আমিও দুর্ভাগ্যবশত নব্বই শতাংশ বানরের বাড়িতে সপ্তম থেকে অষ্টম শ্রেণী কাটিয়েছি
0,মজা না 
1,এটা সত্যিই এতটা বিপজ্জনক পার্সেস ছিল না শুধু দুর্গন্ধযুক্ত এবং বোবা দরিদ্র পাঁচ শতাংশ শ্বেতাঙ্গ বাচ্চাদের সাথে বিতাড়িত যা তাদের কিছু গুন্ডা এবং পাগল করে তুলেছিল
0,আমি শ্বেতাঙ্গ শিক্ষকদের এবং বিশেষ করে শ্বেতাঙ্গ বাচ্চাদের জন্য অনুভব করেছি যারা স্কুলে গিয়েছিল
0,একটি স্কুল যা দাঁড়িয়েছিল তা হল একটি প্রাথমিক বিদ্যালয় যেখানে আমাকে পাঠানো হয়েছিল যেটি একশো শতাংশ কালো ছিল
1,আমি মূলত একজন বেবিসিটার ছিলাম এবং বনমানুষরা পাগল হয়ে গিয়েছিল এবং সত্যি বলতে আমি তাদের নিয়ন্ত্রণ করতে পারিনি এবং আমাকে সাহায্য করার জন্য কাউকে পেতে দুবার প্যানিক বোতাম টিপতে হয়েছিল
0,দুপুরের খাবার ছিল পরাবাস্তব
0,বাচ্চাদের কথা বলতে দেওয়া হয়নি
0,মোটেও
0,নীরবতা
1,সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর
0,এটি আচরণ নিয়ন্ত্রণের জন্য প্রয়োগ করা হয়েছিল
1,সত্যি জামদানী শাড়িতো ভারতী বাংলা সিরিয়ালে সবসময় দেখি
1,ছুটির জন্য বাইরে গিয়েছিলাম এবং লক্ষ্য করেছি যে দুটি নিগলেট ছেলে প্রতিকূল এবং গর্জন করার জন্য প্রস্তুত এবং আমি ঠিক বুঝতে পেরেছিলাম যে তারা ক্লাসে ফিরে আসার পরে একে অপরের উপর ঝাঁপিয়ে পড়ে নিগলেট নম্বর ওয়ানকে ধরে তাকে বাইরে নিয়ে গিয়ে আবার সেই আতঙ্কের বোতাম টিপে।
1,বাংলাদেশে যদি হিন্দুদের উপর কোন সহিংসতা ঘটে তাহলে ভারত উদ্বেগ জানায় শুধু ভারত নয় বাংলাদেশেও অনেক মানবাধিকার কর্মি এবং বিশিষ্ট জনেরা চিন্তিত থাকে  কিন্তু ভারতে এবং অন্যান্য দেশে যদি কোন মুসলমানের উপর অত্যাচার করা হয়  তখন কোন মানবাধিকার কর্মি এবং কোন বিশিষ্ট জন খিজে পাওয়া যায়না তখন তারা কিছু দেখতে পায়না শুনতেও পায়না
0,আমার খালা কেন্টের অল ব্ল্যাক ইনার সিটি স্কুলে পড়ান ওহ
1,ভারত একটা হিন্দু রাষ্ট্র হয়ে মুসলিমদের সাহায্য করেছে ঠাই দিয়েছে আবার শত্রুর বিরুদ্ধে যুদ্ধ করেছে আর বাংলাদেশ মুসলিম হয়ে মুসলিমদের সাহায্য করতে পারেন না
0,সে সাদা
1,খানকির পোলার ওর আব্বা এক গোল দিলেই যাদু তোগের বিচারিক ঞ্জানের দোন ও নেই শালারা ওই দিন একাই পাচ পাচ টা গোল দিছে তার কোন খবর নেই
0,কয়েকজন শিশু তৃতীয় তলার জানালা থেকে একজন শিক্ষকের ওপর একটি ডেস্ক ছুড়ে ফেলে এবং তার হাত ভেঙে দেয়
1,পুরা বেশ্যা মাগী
0,সে প্রতিদিন গালিগালাজ করে
1,তারিফ হাসান রেন্ডিয়াতে কি তুরে মাকে ভাডা দেচ  মালাউনের বাচ্চা মুস্লিমদের প্রতি দরদ নাই শালা মুনাফেক মাদারিচুদ
0,কেউ তার গাড়ির আঁচড় দিয়ে একদিন টায়ার থেকে বাতাস বের করে দিল
1,রবিন তোমার জন্ম মনে হয় ভারতে
0,তিনি বলেন ক্লাস নিয়ন্ত্রণের বাইরে চলে গেছে এবং বাচ্চারা শেখার অযোগ্য এবং কালো প্রশাসন তাকে সমর্থন করে না
1,বাংলাদেশর সরকার অন্ধ আর ভারত সরকার কানা
1,এই প্রচারকের কথা শুনতে ভালো লাগে কিন্তু কালো প্রচারকদের কেন সবসময় চিৎকার করতে হয়
1,ঐ খানকির বাচ্চা সময় টিভি তোদের কে জুতা পিটা করব এরা অসহায় মানুষ এদের নিউজ তৈরী করতে রাত জাগস অথচ ভারতের অবৈধভাবে এনে এই দেশে পুলিশের চাকরি দিছে সেই নিউজ কই ভালো হয়ে যা
0,আমি এখনো বধির নই
1,হু ঠিকি বলছেন ভারত যদি এর জবাবে রানে অল আউট হয় তাহলে এর বেশি রান করার কি দরকার আছে
0,আপনার গল্প পোস্ট করার জন্য আপনাকে ধন্যবাদ
1,মাগি যা দুধ রে   সব খুল
0,আমি মনে করি আপনারও একটা বই লেখা উচিত
1,ইন্ডিয়ায় মালাউনরা কুওার সাথে বিবাহ করছে গরুর মূত খায়
1,আমি সর্বদা শিক্ষকতাকে এমন একটি পেশা হিসাবে বিবেচনা করেছি যেটিতে আমি প্রবেশ করতে চাই তবে এমন একটি পাড়ায় নয় কখনই এই ধরনের বাচ্চারা আমাকে বিরক্ত করে
1,অ্যাটনি জেনারেল পদত্যাগ করলে রাজাকারদের ফাসি দেবে কে
1,আর দুঃখের বিষয় হল ওই স্কুলের শ্বেতাঙ্গ ছাত্ররাও এমন আচরণ করবে
1,বাংলাদেশ সরকার এ যুদ্বে নিহত ভারতীয়দের অর্থ দিবে সেটা ভালো কথা কিন্তু এ ভারতীয় সৈন্যরা বাংলাদেশ থেকে যে সম্পর লুট করেছে সেটা কি সরকার ফিরিয়ে আনবে  ফিরিয়ে আনবে কি হাজারো নিরাপরাধ ফেলানীর খুনের মুল্য  পারবে না সরকার মুলত এর মাধ্যমে ভারতীয় গোলামির পরীক্ষায় উৎত্তীর্ন হওয়ার চেষ্টা করছে
0,আমি অনুমান করি যে আমি আমার বাচ্চাদের হোমস্কুলিংয়ে থাকব কখন এবং যদি আমার কাছে থাকে
1,আসোলে বিএনপি একটা রাজাকার সভায় জেনে গেছে
0,সেই ছবিগুলি আমার জন্য বাড়িতে হিট হয়েছে এবং সেই পৃষ্ঠায় থাকা কিছু মন্তব্যগুলি অত্যধিক অজ্ঞতাপূর্ণ
1,আরো কিছু শুহর বাচ্চা তোর আরো তোর বাপ আছে তারাও কিছু করলে সেটা ঠিক আছে আর জাকির নায়েক মুসলিম লীগের তাই সে সন্তাবাধি ভারতে আরো নেতা আছে তাদের দর
1,সর্বত্র মাদক এবং নোংরা নিগ্রোদের সাথে এই পরিস্থিতিতে বেঁচে থাকার কথা আমি কল্পনাও করতে পারিনি
1,আগের সেনা আছিলো পাগল আর এখন এটা পাগল নিউজপেপার জে লিখেছে ওই সালায় একটি ছাগল শালার পো ওই সেনা ভারত চুদেনা মাদার চোদ এই রকম লিকলে তোর নিউজ পেপারে গায়ে জুতা মারি খানকির ছেলে ওরা বয় পায় বলে সেনা বাতিল করেছে তুই শালা বুঝোস নাই ওরা আমাদের সাথেই পারেনাই আরতো ভারত ভারতের একটি বাল আর রাজাকার সমান কথা মাদার চোদ
0,এখানে সে যে রেডিও স্টেশনে কাজ করে সেই লোকটির ব্লগ
1,চুরের মার বড় গলা শালা মালাউনের বাচ্চা প্রতিটা খেলায় তুরা চুরি করছ আবার পাকনামি চুদাছ তুদের লজ্জা বলতে আছে কিছুরে
0,আমি টি পার্টি ভিডিওতে তার উত্তরের নীচে একটি মন্তব্য রেখেছি তবে এটি পড়তে সক্ষম হওয়ার জন্য আমাকে এটি হাইলাইট করতে হবে
1,এরা আসলেই রাজাকার তাই না কখন ও বড়ুই গাছে উঠছেন না উঠে থাকলে আজই গাছে উঠে দেখবেন নিচের দিকে একজন কে কয় জন দেখা যায় রাজাকার বলছেন বি এন পি কে দেখুন তো এদের নাম জানেন কি খনদকার মোশারফ যিনি শেখ হাসিনার বেয়াই মহিউদদিন আলমগীর মোজাফফর যিনি আওয়ামীলীগ এর সভাপতিমনডলির সদস্য আরো দেখাবো না জানি কষট পাবেন মনে রাখবেন কথায় বলে এক মাঘে শীত যায় না মাঘ আবার ঘুরে ফিরে আসবেই যতোটুকু লিখলাম তার ভিতর সুই ডুকানোর হিমমত থাকলে বলবেন আমায় আমি মুক্তিযোদ্ধা আমাকে করা কষট ক
0, বিচ দ্য রক স্টেশন
1,সেসেরটা সুনে মন চেয়েছিলো ওকে জুতাদিয়ে পিটিয়ে
0,এটাই গণহত্যার সংজ্ঞা
1,রেন্ডিয়া নিজের দেশের মানুষের নিরাপত্তা দিতে ব্যর্থ হওয়া সত্ত্বেও বাংলাদেশকে নিয়ে নাক গলায়
0,এটা কি কৌতূহলোদ্দীপক নয় যে কিভাবে গণহত্যা একটি অপরাধ যতক্ষণ না এটি ইউরোপীয়দের সাথে ঘটে
1,এই সব বাইনছোদরে গারানো দরকার
0,রাজি
1,ভারত এসে বাংলাদেশএর সবার ধন লারত
0,এবং একটি শব্দ বা শব্দগুচ্ছকে এমন কিছুতে পরিবর্তন করা যা কম দ্বন্দ্বমূলক মনে হয় আমাদের মধ্যে যারা শ্বেতাঙ্গ বিরোধীদের শিকার তাদের সাহায্য করার জন্য কিছুই করে না
1,ওনার নিজের দেশে ট্রেন দুর্ঘটনায় আজ জন মারা গেছে ওইটার খবর নাই উনি আচ্চে ভারতের খোজ নিতে পালতু সব
0,ইচ্ছাকৃতভাবে একটি শনাক্তযোগ্য গোষ্ঠীকে নির্মূল করার চেষ্টা সাধারণ জ্ঞানের আইনের অধীনে গণহত্যা করার একটি প্রচেষ্টা
1,আগে নিজে লুচ্চামি ছাড়  ভালো হ মানুষের জন্য ভালো কিছু কর তারপর অন্যদের উপদেশ দিস অথবা অন্যের কাজের সমালোচনা করিস
0,আমি আশা করি কেউ একমত হবে না
1,সূচি কে যদি ইচ্ছা মত জুতা পিটা করতে পারতাম একটু শান্তি পেতাম   সূচি আগে ঘর বন্ধি চিল আর এখন সূচিকে বাথরুম বন্দি করে খাওয়া না দিয়ে আটকে রাখা উচিত   এত গুলো অসহায় মানুষ মারার জন্য সূচির ফাসি চাই ফাঁসি চাই ফাঁসি চাই
0,এটা দুঃখজনক যখন মূর্খ আবেদন 2 থেকে 3 সপ্তাহের মধ্যে পূরণ করা হয় যে একটি মৃত্যু তারকা নির্মাণ
1,শেষের টা খানকীর পোলা
0,এই কারণেই তারা আসল বিষয়গুলোকে গুরুত্বের সাথে নেয় না
1,জাগে হে মুসলিম সন্তান জেগে ওঠে এই পিথিবি থেকে মালাউনেরদের নাম চিরতরে মুছে দিতে হবে রেনডিয়ারদের কুত্তার মতো করে মারার জন্য ধন্যবাদ পাকিস্তান সেনাবাহিনী কে দেখা মাত্রই ডাইরেক্ট ফায়ার ধংস হোক সালার রেনডিয়া ও মালাউনরা ইনশাআল্লাহ জয় আমাদের হবেই হবে দেখি সালারা জাই কোন দিকে
0,র‌্যান্ডি ব্লাজ্যাক একজন বিশেষজ্ঞ ঠিকই তিনি স্টার ট্রেকের সমাজবিজ্ঞান পড়ান একটি কৃতিত্বপ্রাপ্ত ক্লাসের ছাত্রছাত্রীদের জন্য প্রকৃত অর্থ প্রদান করে
1,মালুদের রেন্ডিয়া বাল ছিড়ে তারা বাধবে
0,আশ্চর্যের কিছু নেই যে তরুণরা চাকরি পায় না
1,তুই মরলে কুততা দ্বারা কবর দেয়াইস
0,তারা পানির নিচে ঝুড়ি বুনন কোর্স করে এবং তাদের কোন সার্থক দক্ষতা নেই রাগের কারণে এখনও আমার প্রিয় মন্তব্য
1,খানকি মাগি পো রাজনিতি বোজনা সালা হিলারি যগ্য নেতা
0,আমি এখানে রিপোর্ট করছি যে আমি টক রেডিও বা টিভিতে এমন কিছু দেখিনি বা শুনিনি যা এমনকি মার্কিন যুক্তরাষ্ট্র বা ইউরোপ থেকে শ্বেতাঙ্গদের ইহুদি আধিপত্যবাদী জাতিগত নির্মূলের ইঙ্গিত দেয়
1,রেন্ডিয়ান দুখিঃত আমি বইটা না দেখে আঠা দিতে পারব না
0,এবং আমার কাজ আমাকে টক রেডিওর সমস্ত ইহুদি আধিপত্যবাদী নিয়ন্ত্রণ নিরীক্ষণ করতে দেয়
1,নিবির সাব রোহিঙ্গারা অপরাধ করে আর বাংলাদেশের সকল ফিরিস্তা অপরাধ কি জানেনা তোরা মালাউনের বংশধর অসহায় মানুষের ভাষা বুজার সেই মন তোদের নাই
0,রোডাইন ভ্যান ডার ওয়াল্টকে শনিবার রাতে কেম্পটন পার্কে তার বাড়িতে কৃষ্ণাঙ্গরা গুলি করে হত্যা করে
1,হটাত বাংলাদেশের টাকা  ভারতে যায় কেন এটা ভাল করে খতিয়ে দেখা উচিত সরকারী বাবে
0,লন্ডনের শিল্পী দক্ষিণ আফ্রিকায় বিবাহবার্ষিকীর সময় বন্দুকধারীদের থেকে তার পরিবারকে রক্ষা করতে গিয়ে গুলি করে হত্যা করেছে ক্রাইম নিউজ লন্ডন ইভিনিং স্ট্যান্ডার্ড
1,ভারত বাংলাদেশের সাথে খেলার যোগ্যতা রাখে কিনা তা নিয়েই প্রশ্ন আছে  আসুন খেলুন এবং দেখুন বাংলাদেশের রান করার যোগ্যতা আছে কিনা  ভয় পেয়েন না আপ্পায়ণতা ঠিকই করবো
1,সেখানে বসবাসকারী সকলের জন্য আমি খুবই দুঃখিত আশা করি আপনারা সবাই এখানে চলে যেতে পারেন আশা করি জিম্বাবুয়েতে আপনার প্রতিবেশীদের মতো কষ্ট না পান
1,আমরা ভারতের জন্য জীবন দিয়ে দিব হুহু হাহ
1,ইহুদিদের স্বভাব হল সব ধরনের ঐতিহ্যকে অপমান করা এবং আমাদের নারীদের নিজেদের বোকা বানানোর জন্য চাপ দেওয়া
1,আমি এখন ইনশাআল্লাহ সৌদি আরব আছি তারা হল জারজ সন্তান
0,সেই ভিডিওগুলোর কোনোটিই চলে না
1,দুর্ভাগ্যজনকভাবে বাংলাদেশ অনেক ক্ষেত্রে ভারসাম্যমূলক অবস্থান গ্রহণ করতে পারছে না  নানাভাবে বাংলাদেশের স্বার্থসংশ্লিষ্ট প্রকল্পগুলোতে ভারতের প্রত্যক্ষ ও পরোক্ষ হস্তক্ষেপ ঘটতে দেখা যাচ্ছে  বাস্তবতা হচ্ছে অনেক বড় ধরনের প্রকল্পে ভারত নিজেই চীনের মুখাপেক্ষী  সেখানে বাংলাদেশে চীনের বিনিয়োগ নিয়ে ভারতের নেতিবাচক অবস্থান গ্রহণ এ অঞ্চলে ভারতের অদূরদর্শী রাজনৈতিক প্রভাব বিস্তারের নোংরা খেলা ছাড়া কিছু নয়  চীনের সাথে সম্পর্ক এগিয়ে নিতে হলে ভারতনির্ভরতা কাটিয়ে বাংলাদেশকে স্বাধীনভাবে কিছু সিদ্ধান্ত নিতে হবে
0,তারা আপনাকে একটি হুক আপ সাইটে যাওয়ার জন্য একটি জাল উইন্ডো বলে মনে হচ্ছে
1,প্লিজ কেউ কন্ড়ম চারা ওরে চুদবেন্না
0,সেখানে আইকিউ বেশ মূল্যহীন যদি তারা ক্যান্সার এমএস পারকিনসন বা এইচআইভি ইটিসি-এর নিরাময় আবিষ্কার না করে থাকে
1,সব কয়টায় জামাত শিবির জরিত
0,আমি এই লোকটির রাগ এবং দৃঢ়তা পছন্দ করি কেউ বলুন পুরো ফুটেজ কোথায় নেবেন
1,ভারত যেন বাংলাদেশের কোনো ব্যাপারে নাক না গলা  কেননা ভারত বাংলাদেশকে কখনো ভালো চায় না
0,দক্ষিণ আফ্রিকা বিবিসি টিভি শোতে বর্ণবাদী হামলা
1,কোটি মুসলিমদের বাস ভারতে আবালরা তারা কি মালাউন
0,জন জে ও নীলের লেখা প্রোডিগাল জিনিয়াস একটি দিয়ে শুরু করা ভালো
1,মাহী সে মানুষ টা বেশী ভাল না
0,আমি শুধুমাত্র বুলস অন প্যারেড শুনেছি কারণ এটি আমাকে সঙ্গীত থেকে আমার পছন্দের রাগান্বিত রাশ দিয়েছে কিন্তু এখন আমি সেই ট্র্যাশ শোনা বন্ধ করব
1,ভারতকে যারা পছন্দ করেননা ভাল কথা কিন্ত পাকিরাও আমাদের বন্ধু না তারা আরও বড় শত্রু  তারা এর জাল এখনো ভুলেনাই সুযোগ পেলেই তারা বাংলাদেশ কে বাশ দিবে কারন তারা এমন একটা জাতি যাদের কোন বুক পিট নাই
0,আমি ভাবছি যে এডির কনসার্টের সময় নিরাপত্তারক্ষীরা উপস্থিত থাকে বা যদি সে কেবল মহাবিশ্বের অপ্রতিরোধ্য শুভ ইচ্ছার উপর নির্ভর করে তাকে হাজার হাজার চিৎকারকারী ভক্তদের থেকে রক্ষা করার জন্য
1,ভারতীয় নিয়ে এসে অবৈধ আব্বার পশ্চাৎদেশ শিশ্ন পুরীষ মূত্র এবং বীর্য লেহন করে আম্মুর চোদার কৃতজ্ঞতা জানানোই চোদনা ই পাকিস্তান জামাতি কাংলুর প্রধান ধর্ম ওটাই ওদের কোরান এবং হাদিস পাকিস্তানকে দিয়ে আম্মুকে চোদন দেওয়াটা সুন্নত এবং পাকিস্তানী মূত্র ও পুরীষ ভক্ষণ ও সুন্নত
0,হ্যাঁ ডেস মইনেস
1,এই খানকি তুই একটা বাসটেট
0,সাইকোসোশ্যাল ফেক অ্যান্টিফ্যাসিস্ট লাই থেকে এই গানগুলি দেখুন আমি আপনাকে বলার চেষ্টা করেছি কিন্তু আপনার বেগুনি হৃদয়গুলি বেরিয়ে আসছে যদি শিকারের মরসুম হয় তবে এটি কি আপনি চান
1,তরে কত মানুষ গুয়া মারছে তা টিক নাই  দুধ দেখলে মনে হয় শুধু গুয়া মারছে না  দুধে শুনা ডুকাইচে তরে ছুধানির এক হাত নম্বা দন দিয়া গুয়া মারলে বুজতি তখন
0,শুধু আমি একাই না
1,আন্দালিব ভাই   এই মাগীর পুতেরা কিসু জানে না   সালারা বুড়া ভাম
0,এই থ্রেডটি আর সঠিকভাবে কাজ করছে না বলে আমাকে একটি নতুন থ্রেড শুরু করতে হয়েছিল
1,রেন্ডিয়ার মতো বেস্যা কান্ট্রি  বাশ্বের আর কোথাও নাই  সারা দেশেই মাগীপাড়া  কুম্বমেলায় মেয়ে উরঙ্গ হয়ে গোসল করে
0,আমি কিছুক্ষণ আগে তার সম্পর্কে কিছু জিনিস পড়েছিলাম এবং সে অনেক দূরে বাম দিকে
